ProjectIdentifier,staSeq,locationName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityTime,ActivityTimeZoneCodetimezone,ActivityRelativeDepthName,ActivityTopDepthMeasureValue,ActivityTopDepthMeasureUnitCode,ActivityBottomDepthMeasureValue,ActivityBottomDepthMeasureUnitCode,SampleCollectionMethodIdentifier,SampleCollectionEquipmentName,SampleCollectionEquipmentCommentText,ActivityConductingOrganizationText,ActivityCommentText,LaboratoryName,ActivityYlat,ActivityXlong,ActivityhorizCollectMethod,ActivityhorizRefDatum,LabAccession,CharacteristicName,MethodSpeciationName,ResultDetectionConditionText,ResultMeasureValue,ResultMeasureUnitCode,ResultValueTypeName,ResultSampleFractionText,ResultStatusIdentifier,ResultAnalyticalMethodIdentifier,ResultAnalyticalMethodContext,AnalysisStartDate,DetectionQuantitationTypeName,DetectionQuantitationLimitMeasureValue,DetectionLimitMeasureUnitCode,ResultComment,rstLastUpdateDate,actLastUpdateDate
macroInvertABM,14316,"Naugatuck River",14316-SR-20171011-120000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2017-10-11,12:00:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170294-011,Chloride,None,NULL,83.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-10-24,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14316,"Naugatuck River",14316-SR-20181022-111500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2018-10-22,11:15:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180361-008,Chloride,None,NULL,44.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-10-30,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14316,"Naugatuck River",14316-SR-20190801-082700-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2019-08-01,08:27:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190283-001,Chloride,None,NULL,71.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-08-06,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14316,"Naugatuck River",14316-SR-20191002-104500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2019-10-02,10:45:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190411-014,Chloride,None,NULL,106.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-10-11,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14317,"Naugatuck River",14317-SR-20160602-091500-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2016-06-02,09:15:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160168-007,Chloride,None,NULL,74.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-06-15,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14317,"Naugatuck River",14317-SR-20161005-100000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-10-05,10:00:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160372-007,Chloride,None,NULL,94.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-10-27,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14317,"Naugatuck River",14317-SR-20170615-110000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2017-06-15,11:00:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170120-002,Chloride,None,NULL,82.7,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-07-06,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14317,"Naugatuck River",14317-SR-20171011-093000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2017-10-11,09:30:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170294-008,Chloride,None,NULL,91.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-10-24,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14317,"Naugatuck River",14317-SR-20180612-105500-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2018-06-12,10:55:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180135-020,Chloride,None,NULL,87.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-07-09,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14317,"Naugatuck River",14317-SR-20181022-092500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2018-10-22,09:25:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180361-006,Chloride,None,NULL,58.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-10-30,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14317,"Naugatuck River",14317-SR-20210624-123000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2021-06-24,12:30:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,"Periphyton collect",CESE,NULL,NULL,NULL,NULL,210232-009,Chloride,None,NULL,86,ppm,Actual,Total,Final,300.0,USEPA,2021-07-15,"Method Detection Level",0.2,ppm,NULL,"2022-12-28 16:40:09","2022-05-19 15:44:27"
benthicAlgABM,14317,"Naugatuck River",14317-SR-20220708-131500-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2022-07-08,13:15:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,220167-018,Chloride,None,NULL,89.7,ppm,Actual,Total,Final,300.0,USEPA,2022-09-07,"Method Detection Level",0.2,ppm,"* Result analyzed outside holding time due to equipment supply chain delay. ","2023-11-05 08:23:49","2022-09-19 17:44:27"
fishABM,14319,"Naugatuck River",14319-SR-20160701-111100-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-07-01,11:11:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160215-002,Chloride,None,NULL,93.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-07-20,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14319,"Naugatuck River",14319-SR-20161005-112000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-10-05,11:20:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160372-004,Chloride,None,NULL,101.3,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-10-27,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14319,"Naugatuck River",14319-SR-20190801-114900-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2019-08-01,11:49:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190283-002,Chloride,None,NULL,101.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-08-06,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14319,"Naugatuck River",14319-SR-20191001-130000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2019-10-01,13:00:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190411-006,Chloride,None,NULL,108.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-10-11,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14332,"Naugatuck River",14332-SR-20160602-103000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2016-06-02,10:30:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160168-008,Chloride,None,NULL,74.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-06-15,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14332,"Naugatuck River",14332-SR-20180612-124500-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2018-06-12,12:45:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180135-021,Chloride,None,NULL,84.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-07-09,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14332,"Naugatuck River",14332-SR-20181022-101500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2018-10-22,10:15:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180361-007,Chloride,None,NULL,57.3,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-10-30,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14341,"Naugatuck River",14341-QCFR-20160603-100000-CHEM-0.1m,"Quality Control Sample-Field Replicate",Water,"Surface Water",2016-06-03,10:00:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160168-011,Chloride,None,NULL,61.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-06-15,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14341,"Naugatuck River",14341-SR-20160603-100000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2016-06-03,10:00:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160168-010,Chloride,None,NULL,62.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-06-15,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14341,"Naugatuck River",14341-SR-20160818-120500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-08-18,12:05:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160314-002,Chloride,None,NULL,102.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-30,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14341,"Naugatuck River",14341-SR-20161005-094000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-10-05,09:40:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160372-002,Chloride,None,NULL,130.7,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-10-27,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14349,"Nepaug River",14349-SR-20170629-110000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2017-06-29,11:00:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170151-006,Chloride,None,NULL,21.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-07-21,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14349,"Nepaug River",14349-SR-20171023-100000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2017-10-23,10:00:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170306-023,Chloride,None,NULL,25.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-11-01,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14355,"Nonewaug River",14355-SR-20160727-113000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-07-27,11:30:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160268-002,Chloride,None,NULL,28.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-09,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14355,"Nonewaug River",14355-SR-20160921-113000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-09-21,11:30:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160349-014,Chloride,None,NULL,29,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-09-29,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14355,"Nonewaug River",14355-SR-20180720-100500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2018-07-20,10:05:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180208-002,Chloride,None,NULL,45,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-08-14,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14358,"Noroton River",14358-SR-20160928-120000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-09-28,12:00:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160366-012,Chloride,None,NULL,94.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-10-06,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14360,"Norwalk River",14360-SR-20160629-112500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-06-29,11:25:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160195-020,Chloride,None,NULL,96.1,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-07-07,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14360,"Norwalk River",14360-SR-20161019-102000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-10-19,10:20:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160389-012,Chloride,None,NULL,62.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-11-01,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14360,"Norwalk River",14360-QCFR-20191008-141500-CHEM-0.5m,"Quality Control Sample-Field Replicate",Water,"Surface Water",2019-10-08,14:15:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190432-018,Chloride,None,NULL,99.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-10-11,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14360,"Norwalk River",14360-SR-20191008-141500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2019-10-08,14:15:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190432-017,Chloride,None,NULL,95.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-10-11,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14360,"Norwalk River",14360-SR-20191008-141500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2019-10-08,14:15:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190448-005,Chloride,None,NULL,61.7,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-10-21,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14360,"Norwalk River",14360-SR-20201028-093500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2020-10-28,09:35:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,200346-025,Chloride,None,NULL,84.5,ppm,Actual,Total,Final,300.0,USEPA,2020-11-03,"Method Detection Level",0.2,ppm,NULL,"2022-12-28 16:40:09","2021-10-27 11:29:48"
fishABM,14361,"Norwalk River",14361-SR-20160615-120000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-06-15,12:00:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160195-003,Chloride,None,NULL,121.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-07-07,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14361,"Norwalk River",14361-SR-20160928-130000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-09-28,13:00:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160366-013,Chloride,None,NULL,125.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-10-06,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14361,"Norwalk River",14361-SR-20190819-141500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2019-08-19,14:15:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190369-001,Chloride,None,NULL,102.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-09-23,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14361,"Norwalk River",14361-SR-20191008-105500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2019-10-08,10:55:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190432-014,Chloride,None,NULL,94.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-10-11,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,14361,"Norwalk River",14361-QCFR-20200626-113000-CHEM-0.5m,"Quality Control Sample-Field Replicate",Water,"Surface Water",2020-06-26,11:30:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,200120-005,Chloride,None,NULL,109.3,ppm,Actual,Total,Final,300.0,USEPA,2020-07-13,"Method Detection Level",0.2,ppm,NULL,"2022-12-28 16:40:09","2021-10-27 11:29:49"
benthicAlgABM,14361,"Norwalk River",14361-SR-20200626-113000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2020-06-26,11:30:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,200120-004,Chloride,None,NULL,108.8,ppm,Actual,Total,Final,300.0,USEPA,2020-07-13,"Method Detection Level",0.2,ppm,NULL,"2022-12-28 16:40:09","2021-10-27 11:29:49"
macroInvertABM,14361,"Norwalk River",14361-SR-20201028-123500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2020-10-28,12:35:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,200346-032,Chloride,None,NULL,79.7,ppm,Actual,Total,Final,300.0,USEPA,2020-11-03,"Method Detection Level",0.2,ppm,*,"2022-12-28 16:40:09","2021-10-27 11:29:48"
benthicAlgABM,14362,"Ridgefield Brook",14362-SR-20160607-133000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2016-06-07,13:30:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160169-004,Chloride,None,NULL,106.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-06-15,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14362,"Ridgefield Brook",14362-QCFR-20160824-093500-CHEM-0.5m,"Quality Control Sample-Field Replicate",Water,"Surface Water",2016-08-24,09:35:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160314-005,Chloride,None,NULL,84.1,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-30,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,14362,"Ridgefield Brook",14362-SR-20160824-093500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-08-24,09:35:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160314-004,Chloride,None,NULL,83.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-30,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,14363,"Norwalk River",14363-SR-20180831-101500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2018-08-31,10:15:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180290-003,Chloride,None,NULL,144,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-09-12,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14366,"Norwalk River",14366-SR-20201028-103500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2020-10-28,10:35:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,200346-026,Chloride,None,NULL,81.4,ppm,Actual,Total,Final,300.0,USEPA,2020-11-03,"Method Detection Level",0.2,ppm,NULL,"2022-12-28 16:40:09","2021-10-27 11:29:48"
macroInvertABM,14370,"Norwalk River",14370-SR-20161019-111000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-10-19,11:10:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160389-013,Chloride,None,NULL,82.3,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-11-01,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14370,"Norwalk River",14370-SR-20191008-120000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2019-10-08,12:00:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190432-015,Chloride,None,NULL,74.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-10-11,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,14370,"Norwalk River",14370-QCFR-20201028-113500-CHEM-0.5m,"Quality Control Sample-Field Replicate",Water,"Surface Water",2020-10-28,11:35:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,200346-028,Chloride,None,NULL,71.2,ppm,Actual,Total,Final,300.0,USEPA,2020-11-03,"Method Detection Level",0.2,ppm,NULL,"2022-12-28 16:40:09","2021-10-27 11:29:48"
