SITEID,STA_SEQ,ID,Station_Name,EVALSTATUS,TNT,SurveyID,SurveyName,XlongDD,YlatDD,WGT,ALK,NH3,CA,Chloride,Nitrate,Nitrate_Nitrite,Nitrite,OrthoP,TN,TP,TS,TSS,MMI,BugAssess,LeastDisturbed,DiatomH,DiatomL,DiatomI,BugBCG,FishBCG
CTS06621-0672,,,,LT1mi2,NonTarget,,2011-2015,-71.9138,41.6208,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0673,,,,LT1mi2,NonTarget,,2011-2015,-71.9342,41.4645,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0674,,,,LT1mi2,NonTarget,,2011-2015,-73.2531,41.3483,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0675,,,,LT1mi2,NonTarget,,2011-2015,-72.9751,41.8404,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0676,,,,LowGrad,Target,,2011-2015,-72.613,41.8651,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0677,,,,LT1mi2,NonTarget,,2011-2015,-72.4513,41.5451,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0678,,,,Pond,NonTarget,,2011-2015,-73.0597,41.396,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0679,,,,Pond,NonTarget,,2011-2015,-73.2932,41.7405,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0680,16221,S16221_2011_2015,Farmington River,CMPLTE,Target,3,2011-2015,-72.8513,41.7247,156.3568317,19.5,0.02775,7115,23.9,0.15025,0.15475,0.0045,0.00975,0.29025,0.0185,81,4.25,59.21,Pass,,,,,BCG5,
CTS06621-0681,,,,LT1mi2,NonTarget,,2011-2015,-72.9562,41.3716,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0682,,,,LT1mi2,NonTarget,,2011-2015,-73.192,41.3033,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0683,,,,LT1mi2,NonTarget,,2011-2015,-73.3634,42.0196,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0684,,,,LT1mi2,NonTarget,,2011-2015,-72.1171,41.6368,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0685,,,,LT1mi2,NonTarget,,2011-2015,-73.6733,41.0886,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0686,14553,S14553_2011_2015,Norwalk River,CMPLTE,Target,3,2011-2015,-73.4378,41.2612,156.3568317,97,0.01625,34700,76.025,0.46125,0.46375,0.00425,0.04725,0.5685,0.08025,345,8,42.63,Fail,,0.735,0.068333333,9.149377593,BCG5,BCG4
CTS06621-0687,,,,LT1mi2,NonTarget,,2011-2015,-72.1462,42.0239,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0688,,,,LT1mi2,NonTarget,,2011-2015,-71.9289,41.4904,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0689,,,,Tidal,NonTarget,,2011-2015,-72.0964,41.406,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0690,,,,LT1mi2,NonTarget,,2011-2015,-73.1943,41.5822,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0691,,,,LowGrad,Target,,2011-2015,-73.0666,41.9098,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0692,18158,S18158_2011_2015,Lydall Brook,CMPLTE,Target,3,2011-2015,-72.4982,41.7981,156.3568317,15,0.0415,9680,46.8,0.537,0.5405,0.0035,0.009,0.619,0.013,131,3,,,,0.647668394,0.03626943,9.46969697,,
CTS06621-0693,,,,LT1mi2,NonTarget,,2011-2015,-72.6428,41.4707,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0694,,,,LowGrad,Target,,2011-2015,-73.1592,41.4717,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0695,,,,NoAcc,Target,,2011-2015,-72.8143,41.9205,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0696,,,,LT1mi2,NonTarget,,2011-2015,-72.8011,41.7505,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0697,,,,LT1mi2,NonTarget,,2011-2015,-72.7387,41.3219,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0698,,,,LT1mi2,NonTarget,,2011-2015,-73.0128,41.2612,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0699,,,,LT1mi2,NonTarget,,2011-2015,-73.3368,41.922,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0700,,,,LT1mi2,NonTarget,,2011-2015,-72.217,41.5857,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0701,,,,Pond,NonTarget,,2011-2015,-72.9776,41.5763,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0702,,,,LT1mi2,NonTarget,,2011-2015,-73.3769,41.2589,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0703,,,,LT1mi2,NonTarget,,2011-2015,-72.3887,42.0197,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0704,,,,LT1mi2,NonTarget,,2011-2015,-71.8072,41.5234,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0705,14720,S14720_2011_2015,Green Fall River,CMPLTE,Target,3,2011-2015,-71.8169,41.4575,156.3568317,4.5,0.0106,2470,6.04,0.16575,0.16635,0.0021,0.0038,0.29105,0.01505,45,11.85,79.16,Pass,1,0.118333333,0.588333333,1.674528302,BCG2,BCG2
CTS06621-0706,14825,S14825_2011_2015,Naugatuck River,CMPLTE,Target,3,2011-2015,-73.0701,41.6712,156.3568317,34,0.022625,13675,61.5,0.682875,0.6895,0.007125,0.010875,1.122375,0.03025,215.75,3.25,49.74,Pass,,0.33,0.281666667,5.395095368,BCG5,
CTS06621-0707,,,,LT1mi2,NonTarget,,2011-2015,-73.2938,41.1472,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0708,,,,LT1mi2,NonTarget,,2011-2015,-72.7041,41.8984,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0709,16122,S16122_2011_2015,Early Brook,CMPLTE,Target,3,2011-2015,-72.3448,41.5013,156.3568317,8,0.0075,4350,14.6,0.21925,0.21925,0.002,0.007625,0.368125,0.01625,79.75,11.5,77.77,Pass,1,0.021802326,0.73255814,0.289017341,BCG2,BCG2
CTS06621-0710,16972,S16972_2011_2015,PITCH BROOK,CMPLTE,Target,3,2011-2015,-73.1616,41.7056,156.3568317,14.5,0.018,6310,11.35,0.1105,0.1105,0.003,0.007,0.1425,0.0135,70,4,92.56,Pass,,0.077557756,0.50330033,1.335227273,BCG2,BCG3
CTS06621-0711,,,,LT1mi2,NonTarget,,2011-2015,-73.0444,41.9817,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0712,16603,S16603_2011_2015,DAY MEADOW BROOK,CMPLTE,Target,3,2011-2015,-72.4074,41.5823,156.3568317,26,0.00733,9900,30.05,0.138,0.142333333,0.005,0.00467,0.364333333,0.0583,132,26,34,Fail,,0.027434842,0.711934156,0.371057514,BCG5,
CTS06621-0713,,,,LT1mi2,NonTarget,,2011-2015,-72.5125,41.3852,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0714,,,,LT1mi2,NonTarget,,2011-2015,-73.4627,41.5772,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0715,18159,S18159_2011_2015,West Branch Farmington River,CMPLTE,Target,3,2011-2015,-73.0132,41.9432,156.3568317,18,0.0102,6515,21,0.126833333,0.130833333,0.005,0.0103,0.275333333,0.0148,76.66666667,2.666666667,75.24,Pass,,0.061417323,0.044094488,5.820895522,BCG3,
CTS06621-0716,,,,LT1mi2,NonTarget,,2011-2015,-71.9713,41.6813,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0717,,,,LT1mi2,NonTarget,,2011-2015,-72.7482,41.5134,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0718,,,,NoAcc,Target,,2011-2015,-73.5179,41.1059,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0719,15051,S15051_2011_2015,Durkee Brook,CMPLTE,Target,3,2011-2015,-71.9285,41.8768,156.3568317,33,0.0273,19000,24.26666667,1.429333333,1.44,0.0117,0.0463,1.878,0.104666667,173.3333333,16,60.95,Pass,,0.484349259,0.02800659,9.453376206,BCG4,BCG4
CTS06621-0720,,,,LT1mi2,NonTarget,,2011-2015,-72.1014,41.714,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0721,,,,Tidal,NonTarget,,2011-2015,-72.357,41.3338,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0722,,,,LT1mi2,NonTarget,,2011-2015,-73.2062,41.5192,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0723,,,,LT1mi2,NonTarget,,2011-2015,-72.8608,41.8105,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0724,,,,LT1mi2,NonTarget,,2011-2015,-72.675,41.9627,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0725,,,,LT1mi2,NonTarget,,2011-2015,-72.3067,41.4288,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0726,18884,S18884_2011_2015,Shepaug River,CMPLTE,Target,3,2011-2015,-73.3192,41.6397,156.3568317,30,0.006,8790,20.7,0.053,0.053,0.003,0.028,0.244,0.035,78,2,60.27,Pass,,0.086666667,0.088333333,4.952380952,BCG3,
CTS06621-0727,,,,LT1mi2,NonTarget,,2011-2015,-73.2115,41.7631,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0728,,,,lowgrad,Target,,2011-2015,-72.4471,41.7262,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0729,,,,lowgrad,Target,,2011-2015,-72.5311,41.2983,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0730,,,,lowgrad,Target,,2011-2015,-73.4171,41.726,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0731,,,,LT1mi2,NonTarget,,2011-2015,-72.937,41.9817,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0732,,,,NoWade,NonTarget,,2011-2015,-71.9102,41.7681,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0733,15201,S15201_2011_2015,Spoonshop Brook,CMPLTE,Target,3,2011-2015,-72.7654,41.5447,156.3568317,95,0.02025,40575,69.15,1.20175,1.2055,0.0045,0.01225,1.3985,0.02225,302,20,34.11,Fail,,0.494176373,0.139767055,7.795275591,BCG5,BCG4
CTS06621-0734,,,,LT1mi2,NonTarget,,2011-2015,-73.344,41.163,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0735,,,,LT1mi2,NonTarget,,2011-2015,-71.9337,41.9868,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0736,14278,S14278_2011_2015,Little River,CMPLTE,Target,3,2011-2015,-72.0415,41.6176,156.3568317,19.25,0.02275,7080,12.725,0.1605,0.16125,0.032,0.005,0.28625,0.01425,48.25,8.75,49.92,Pass,1,0.051004637,0.01236476,8.048780488,BCG4,
CTS06621-0737,,,,pond,NonTarget,,2011-2015,-72.1315,41.45,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0738,,,,LT1mi2,NonTarget,,2011-2015,-73.3377,41.3853,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0739,,,,LT1mi2,NonTarget,,2011-2015,-72.903,41.7295,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0740,,,,LT1mi2,NonTarget,,2011-2015,-72.6376,41.8945,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0741,,,,Pond,NonTarget,,2011-2015,-72.591,41.5335,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0742,,,,Tidal,NonTarget,,2011-2015,-73.1046,41.3267,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0743,,,,LT1mi2,NonTarget,,2011-2015,-73.3219,41.7953,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0744,,,,LT1mi2,NonTarget,,2011-2015,-72.7193,41.6683,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0745,,,,Pond,NonTarget,,2011-2015,-72.7652,41.4079,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0746,,,,LT1mi2,NonTarget,,2011-2015,-73.2343,41.2955,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0747,14523,S14523_2011_2015,Burton Brook,CMPLTE,Target,3,2011-2015,-73.4321,41.9672,156.3568317,44,0.011,15000,6.2,0.087,0.087,0.003,0.004,0.138,0.009,86,3,61.3,Pass,1,0.157807309,0.220930233,4.166666667,BCG3,BCG2
CTS06621-0748,16928,S16928_2011_2015,Obwebetuck Brook,CMPLTE,Target,3,2011-2015,-72.1782,41.6899,156.3568317,15.66666667,0.0123,7666.666667,13.5,0.286333333,0.286333333,0.003,0.01,0.432333333,0.0193,96.66666667,6.333333333,48.11,Pass,,0.120325203,0.053658537,6.91588785,BCG3,BCG4
CTS06621-0749,,,,Lowgrad,Target,,2011-2015,-73.5916,41.1164,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0750,,,,LT1mi2,NonTarget,,2011-2015,-73.435,41.3409,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0751,14866,S14866_2011_2015,Stickney Hill Brook,CMPLTE,Target,3,2011-2015,-72.2177,41.9851,156.3568317,16.6,0.0144,5416,9.52,0.0712,0.0726,0.0032,0.0092,0.3936,0.0312,72.4,8.6,82.88,Pass,1,0.056680162,0.744939271,0.707070707,BCG2,
CTS06621-0752,,,,LT1mi2,NonTarget,,2011-2015,-71.9355,41.556,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0753,,,,LowGrad,Target,,2011-2015,-72.334,41.4101,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0754,,,,LT1mi2,NonTarget,,2011-2015,-73.2764,41.5451,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0755,,,,LT1mi2,NonTarget,,2011-2015,-73.0706,41.9331,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0756,,,,LT1mi2,NonTarget,,2011-2015,-72.5318,41.8172,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0757,,,,LT1mi2,NonTarget,,2011-2015,-72.6208,41.4603,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0758,,,,LT1mi2,NonTarget,,2011-2015,-73.0859,41.4431,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0759,,,,Lowgrad,Target,,2011-2015,-72.898,41.9021,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0760,,,,NoWade,NonTarget,,2011-2015,-72.8311,41.7952,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0761,,,,NoAcc,Target,,2011-2015,-72.8664,41.3814,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0762,,,,Tidal,NonTarget,,2011-2015,-73.1108,41.2134,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0763,,,,LT1mi2,NonTarget,,2011-2015,-73.3672,41.8859,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0764,,,,LT1mi2,NonTarget,,2011-2015,-72.071,41.8803,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0765,,,,pond,NonTarget,,2011-2015,-73.0278,41.5273,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0766,,,,LT1mi2,NonTarget,,2011-2015,-73.3094,41.2398,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0767,,,,LT1mi2,NonTarget,,2011-2015,-72.4528,42.0281,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0768,,,,lowgrad,Target,,2011-2015,-71.8485,41.5608,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0769,,,,LT1mi2,NonTarget,,2011-2015,-71.888,41.4454,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0770,,,,LT1mi2,NonTarget,,2011-2015,-73.0609,41.5481,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0771,16428,S16428_2011_2015,Little River,CMPLTE,Target,3,2011-2015,-73.3684,41.3134,156.3568317,24.5,0.011,11435,23.05,0.244,0.244,0.002,0.0075,0.3185,0.017,103,5.5,29.34,Fail,1,0.248333333,0.468333333,3.465116279,BCG5,
CTS06621-0772,,,,LT1mi2,NonTarget,,2011-2015,-72.2824,42.0181,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0773,,,,Tidal,NonTarget,,2011-2015,-72.4185,41.4187,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0774,18874,S18874_2011_2015,Weekeepeemee River,CMPLTE,Target,3,2011-2015,-73.2232,41.5735,156.3568317,21,0.0065,10850,30.2,0.4125,0.4125,0.003,0.0075,0.5365,0.0125,114,2,57.68,Pass,,0.132013201,0.275577558,3.238866397,BCG4,BCG4
CTS06621-0775,16191,S16191_2011_2015,Hall Meadow Brook,CMPLTE,Target,3,2011-2015,-73.1874,41.9144,156.3568317,33.5,0.003,12350,46.35,0.1185,0.1185,0.003,0.008,0.233,0.018,160,4.5,87.96,Pass,1,0.099337748,0.579470199,1.463414634,BCG2,BCG4
CTS06621-0776,,,,LT1mi2,NonTarget,,2011-2015,-72.3613,41.8169,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0777,,,,LT1mi2,NonTarget,,2011-2015,-72.4564,41.4562,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0778,,,,LT1mi2,NonTarget,,2011-2015,-73.1585,41.3857,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0779,17271,S17271_2011_2015,Cherry Brook,CMPLTE,Target,3,2011-2015,-72.9063,41.8729,156.3568317,9.666666667,0.03175,4315,24.66666667,0.116625,0.116625,0.002,0.0065,0.235625,0.01325,82,5.125,86.34,Pass,1,0.211221122,0.155115512,5.765765766,BCG2,BCG3
CTS06621-0780,,,,LT1mi2,NonTarget,,2011-2015,-72.7637,41.7861,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0781,,,,Pond,NonTarget,,2011-2015,-72.8978,41.4154,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0782,,,,LowGrad,Target,,2011-2015,-73.2515,41.2293,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0783,,,,LT1mi2,NonTarget,,2011-2015,-73.3436,41.8154,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0784,,,,Pond,NonTarget,,2011-2015,-72.1094,41.8778,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0785,,,,Tidal,NonTarget,,2011-2015,-72.3256,41.3134,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0786,16984,S16984_2011_2015,PURCHASE BROOK,CMPLTE,Target,3,2011-2015,-73.291,41.4695,156.3568317,32.33333333,0.005,15333.33333,29.26666667,0.753,0.753,0.00267,0.00967,0.815666667,0.035,168.6666667,16.66666667,72.03,Pass,,0.173044925,0.291181364,3.727598566,BCG3,BCG5
CTS06621-0787,,,,LT1mi2,NonTarget,,2011-2015,-72.9948,41.7378,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0788,,,,LT1mi2,NonTarget,,2011-2015,-72.7556,41.9172,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0789,,,,LT1mi2,NonTarget,,2011-2015,-72.2699,41.5125,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0790,18881,S18881_2011_2015,Bantam River,CMPLTE,Target,3,2011-2015,-73.2475,41.7081,156.3568317,55,0.023,17000,39.5,0.289,0.289,0.003,0.468,0.258,0.49,156,4,56.16,Pass,,0.603278689,0.073770492,8.910411622,BCG3,
CTS06621-0791,,,,LT1mi2,NonTarget,,2011-2015,-73.0968,41.8421,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0792,,,,LT1mi2,NonTarget,,2011-2015,-72.5003,41.6757,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0793,,,,Tidal,NonTarget,,2011-2015,-72.6305,41.2763,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0794,,,,LowGrad,Target,,2011-2015,-73.4134,41.6553,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0795,,,,NoAcc,Target,,2011-2015,-72.8025,41.9502,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0796,,,,Pond,NonTarget,,2011-2015,-71.86,41.7346,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0797,,,,LT1mi2,NonTarget,,2011-2015,-72.9109,41.5418,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0798,,,,LT1mi2,NonTarget,,2011-2015,-73.4714,41.1623,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0799,,,,LT1mi2,NonTarget,,2011-2015,-71.9738,41.931,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0800,,,,LT1mi2,NonTarget,,2011-2015,-72.1813,41.8829,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0801,,,,LT1mi2,NonTarget,,2011-2015,-72.4866,41.3012,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0802,,,,LT1mi2,NonTarget,,2011-2015,-73.3363,41.4898,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0803,15169,S15169_2011_2015,Roaring Brook,CMPLTE,Target,3,2011-2015,-72.8813,41.7582,156.3568317,35.25,0.0274,19625,75,0.3864,0.3942,0.0084,0.009,0.5092,0.0232,234.8,2.6,42.59,Fail,,0.247667515,0.155216285,6.147368421,BCG4,BCG3
CTS06621-0804,,,,NoWade,NonTarget,,2011-2015,-72.6072,41.9781,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0805,,,,Tidal,NonTarget,,2011-2015,-72.867,41.2675,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0806,18875,S18875_2011_2015,Walker Brook,CMPLTE,Target,3,2011-2015,-73.3502,41.6038,156.3568317,55,0.014,19033.33333,29.86666667,0.437333333,0.437333333,0.003,0.0283,0.657666667,0.0407,174,5.666666667,75.5,Pass,,0.192926045,0.006430868,9.677419355,BCG3,BCG4
CTS06621-0807,,,,LT1mi2,NonTarget,,2011-2015,-73.1473,41.7807,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0808,,,,LT1mi2,NonTarget,,2011-2015,-72.5808,41.7003,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0809,,,,LT1mi2,NonTarget,,2011-2015,-72.6116,41.3886,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0810,17342,S17342_2011_2015,Ball Pond Brook,CMPLTE,Target,3,2011-2015,-73.465,41.465,156.3568317,78,0.0175,29500,62.2,0.512,0.512,0.003,0.0075,0.6995,0.0275,268,12,37.27,Fail,,0.23,0.173333333,5.702479339,BCG5,BCG4
CTS06621-0811,,,,LT1mi2,NonTarget,,2011-2015,-73.3771,41.9566,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0812,,,,LT1mi2,NonTarget,,2011-2015,-72.2992,41.7083,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0813,,,,pond,NonTarget,,2011-2015,-73.704,41.0986,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0814,,,,Tidal,NonTarget,,2011-2015,-73.367,41.1532,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0815,,,,Pond,NonTarget,,2011-2015,-71.8822,41.8779,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0816,,,,LT1mi2,NonTarget,,2011-2015,-72.0106,41.6769,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0817,,,,LT1mi2,NonTarget,,2011-2015,-72.0887,41.4803,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0818,,,,LT1mi2,NonTarget,,2011-2015,-73.3782,41.4145,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0819,17398,S17398_2011_2015,Negro Hill Brook,CMPLTE,Target,3,2011-2015,-72.9525,41.7251,156.3568317,10,0.00167,3055,4.55,0.0343,0.0367,0.00467,0.005,0.232,0.019,47.33333333,7.666666667,81.26,Pass,1,0.876304024,0.02533532,9.719008264,BCG2,BCG2
CTS06621-0820,,,,LT1mi2,NonTarget,,2011-2015,-72.6276,41.8261,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0821,,,,LT1mi2,NonTarget,,2011-2015,-72.5304,41.5819,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0822,14129,S14129_2011_2015,Beacon Hill Brook,CMPLTE,Target,3,2011-2015,-73.0423,41.4687,156.3568317,16,0.00967,11456.66667,42.36666667,1.136666667,1.136666667,0.00233,0.00933,1.124333333,0.016,142.6666667,5.333333333,56.44,Pass,,0.053921569,0.689542484,0.725274725,BCG4,
CTS06621-0823,,,,LT1mi2,NonTarget,,2011-2015,-73.291,41.863,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0824,14397,S14397_2011_2015,Piper Brook,CMPLTE,Target,3,2011-2015,-72.7207,41.7187,156.3568317,131,0.0197,49400,78,0.563666667,0.569333333,0.00567,0.0123,0.797,0.04,187.3333333,20.66666667,,,,0.488721805,0.195488722,7.142857143,,
CTS06621-0825,14308,S14308_2011_2015,Muddy River,CMPLTE,Target,3,2011-2015,-72.84,41.3706,156.3568317,71,0.024,31075,35.6,1.251,1.2575,0.00725,0.02,1.46425,0.04825,208.5,15.75,39.07,Fail,,0.206666667,0.191666667,5.188284519,BCG5,BCG3
CTS06621-0826,18876,S18876_2011_2015,Curtiss Brook,CMPLTE,Target,3,2011-2015,-73.1026,41.3198,156.3568317,38,0.013,26900,81.25,1.168,1.168,0.003,0.017,1.1685,0.025,269,5,58.28,Pass,,0.196666667,0.375,3.440233236,BCG4,BCG5
CTS06621-0827,,,,LT1mi2,NonTarget,,2011-2015,-73.498,41.7735,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0828,,,,LT1mi2,NonTarget,,2011-2015,-72.3688,41.6264,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0829,,,,NoAcc,Target,,2011-2015,-72.9483,41.6194,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0830,,,,pond,NonTarget,,2011-2015,-73.4384,41.2999,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0831,17816,S17816_2011_2015,INDIAN HUT BROOK,CMPLTE,Target,3,2011-2015,-72.0583,41.9011,156.3568317,4.333333333,0.015,4803.333333,21.86666667,0.147666667,0.151333333,0.00467,0.0193,0.656,0.0493,126.6666667,23.33333333,55.57,Pass,,0.081346424,0.054698457,5.979381443,BCG3,BCG1
CTS06621-0832,,,,lowgrad,Target,,2011-2015,-71.8511,41.5287,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0833,,,,LT1mi2,NonTarget,,2011-2015,-71.864,41.4666,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0834,,,,LT1mi2,NonTarget,,2011-2015,-73.1637,41.5586,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0835,,,,LT1mi2,NonTarget,,2011-2015,-73.3158,41.3386,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0836,,,,lowgrad,Target,,2011-2015,-72.5485,41.9777,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0837,,,,NoAcc,Target,,2011-2015,-72.3897,41.4295,156.3568317,,,,,,,,,,,,,,,,,,,,
